label,seq_length
normal,8045
normal,2054
normal,5032
normal,3801
normal,936
normal,4934
normal,5540
normal,1599
normal,3277
normal,2024
normal,2776
normal,5499
normal,1567
normal,1121
normal,3295
normal,1652
normal,3785
normal,2688
normal,3410
normal,5826
normal,1987
normal,5988
normal,5333
normal,2598
normal,4637
normal,5741
normal,4416
normal,1606
normal,5224
normal,2083
normal,1957
normal,1151
normal,3674
normal,5308
normal,922
normal,3263
normal,4463
normal,3565
normal,1105
normal,5164
normal,2388
normal,2768
normal,3542
normal,3627
normal,2734
normal,3900
normal,3340
normal,3575
normal,5432
normal,5694
normal,2397
normal,628
normal,2524
normal,2902
normal,4990
normal,3075
normal,1176
normal,2462
normal,3578
normal,3028
normal,3902
normal,4548
normal,5375
normal,2600
normal,1986
normal,3279
normal,2910
normal,7639
normal,4081
normal,497
normal,7243
normal,826
normal,3258
normal,2778
normal,2247
normal,2614
normal,3968
normal,2027
normal,2055
normal,3870
normal,3963
normal,3383
normal,3325
normal,2821
normal,3064
normal,4067
normal,1532
normal,2891
normal,4726
normal,4869
normal,5492
normal,4841
normal,4569
normal,1734
normal,4616
normal,3319
normal,5572
normal,2673
normal,3240
normal,1596
normal,3570
normal,2450
normal,947
normal,3731
normal,2119
normal,2905
normal,2401
normal,2407
normal,2411
normal,3640
normal,2401
normal,5689
normal,5787
normal,3661
normal,922
normal,2912
normal,3136
normal,4422
normal,1643
normal,3178
normal,1189
normal,2106
normal,2377
normal,2933
normal,6865
normal,2882
normal,6130
normal,2168
normal,3144
normal,4314
normal,2888
normal,3112
normal,2592
normal,4689
normal,4483
normal,1874
normal,2333
normal,1587
normal,3796
normal,3405
normal,6388
normal,2001
normal,6961
normal,4512
normal,3623
normal,3597
normal,1642
normal,2220
normal,1667
normal,2107
normal,3524
normal,1502
normal,3578
normal,1069
normal,7449
normal,3192
normal,4909
normal,4132
normal,2210
normal,2439
normal,2921
normal,2510
normal,2968
normal,3936
normal,5786
normal,5822
normal,4572
normal,4709
normal,4075
normal,2628
normal,3348
normal,6476
normal,2830
normal,4824
normal,2740
normal,4216
normal,2074
normal,1891
normal,5205
normal,1774
normal,1891
normal,4579
normal,7902
normal,6476
normal,6393
normal,7915
normal,2469
normal,2884
normal,3324
normal,5499
normal,1938
normal,3817
normal,1820
normal,1101
normal,4374
normal,4117
normal,5394
normal,4464
normal,3986
normal,5589
normal,3498
normal,4455
normal,5049
normal,2360
normal,1922
normal,2377
normal,4156
normal,3450
normal,4647
normal,6096
normal,5856
normal,3761
normal,4797
normal,3634
normal,3141
normal,2253
normal,3806
normal,4733
normal,4159
normal,4432
normal,1245
normal,2584
normal,2088
normal,5598
normal,5066
normal,4506
normal,4293
normal,3628
normal,3827
normal,4119
normal,1210
normal,3613
normal,2680
normal,5814
normal,3761
normal,2829
normal,6378
normal,5621
normal,6483
normal,3647
normal,4082
normal,1480
normal,1687
normal,2013
normal,2769
normal,636
normal,2496
normal,4845
normal,5095
normal,4412
normal,3993
normal,4574
normal,7475
normal,5221
normal,2601
normal,5665
normal,2529
normal,2246
normal,2936
normal,3463
normal,6114
normal,2726
normal,3750
normal,4042
normal,7603
normal,4513
normal,1273
normal,2536
normal,6412
normal,4842
normal,2236
normal,4080
normal,3162
normal,3959
normal,5697
normal,5244
normal,2457
normal,4714
normal,2750
normal,4055
normal,2537
normal,4848
normal,2935
normal,6194
normal,1022
normal,3852
normal,5275
normal,4150
normal,4166
normal,3653
normal,5200
normal,2526
normal,3496
normal,3163
normal,1577
normal,3260
normal,5028
normal,7794
normal,5165
normal,2183
normal,6271
normal,2393
normal,3083
normal,1604
normal,2809
normal,1243
normal,3252
normal,3773
normal,4580
normal,3766
normal,2239
normal,5179
normal,1053
normal,3936
normal,4607
normal,3134
normal,3190
normal,3162
normal,4357
normal,2629
normal,2704
normal,2880
normal,1568
normal,4331
normal,5572
normal,3947
normal,4068
normal,5375
normal,7061
normal,4192
normal,2379
normal,1906
normal,3364
normal,1545
normal,3668
normal,3116
normal,2694
normal,4447
normal,5126
normal,3782
normal,3265
normal,4207
normal,5108
normal,4908
normal,4458
normal,2390
normal,2282
normal,3001
normal,2323
normal,3569
normal,5332
normal,3959
normal,4623
normal,2611
normal,5691
normal,1808
normal,3902
normal,5995
normal,1948
normal,1414
normal,1737
normal,3432
normal,874
normal,1761
normal,2916
normal,3558
normal,2017
normal,4665
normal,6490
normal,5629
normal,5048
normal,7216
normal,945
normal,2789
normal,1304
normal,1164
normal,4475
normal,3341
normal,5143
normal,6700
normal,2689
normal,4039
normal,4245
normal,3776
normal,3815
normal,6252
normal,3747
normal,2441
normal,4521
normal,2897
normal,4225
normal,3587
normal,4180
normal,4483
normal,1394
normal,3601
normal,2329
normal,4029
normal,2191
normal,4583
normal,3109
normal,2201
normal,3088
normal,2207
normal,4565
normal,2583
normal,4256
normal,3711
normal,4366
normal,4232
normal,5543
normal,3882
normal,3818
normal,4306
normal,3924
normal,2589
normal,3054
normal,1436
normal,3502
normal,4578
normal,3307
normal,1218
normal,2428
normal,6676
normal,6856
normal,6377
normal,5057
normal,4570
normal,3074
normal,1506
normal,2079
normal,5556
normal,2191
normal,1343
normal,2819
normal,3546
normal,4062
normal,1480
normal,3080
normal,3915
normal,6960
normal,6252
normal,2424
normal,3477
normal,1895
normal,1727
normal,2797
normal,2965
normal,3541
normal,2368
normal,4715
normal,4894
normal,3916
normal,4403
normal,6022
normal,2306
normal,2627
normal,3865
normal,2371
normal,878
normal,1916
normal,4778
normal,4379
normal,7357
normal,1677
normal,1449
normal,6196
normal,6699
normal,6446
normal,2934
normal,2754
normal,1027
normal,4621
normal,1805
normal,2633
normal,3957
normal,2566
normal,1831
normal,2281
normal,3317
normal,2002
normal,3759
normal,3413
normal,3290
normal,4764
normal,3202
normal,4213
normal,3004
normal,5857
normal,961
normal,4858
normal,1510
normal,1235
normal,5591
normal,1425
normal,2064
normal,5287
normal,3204
normal,1897
normal,4051
normal,1931
normal,1870
normal,3963
normal,2364
normal,2808
normal,4749
normal,5692
normal,4913
normal,3176
normal,2583
normal,4904
normal,5880
normal,3220
normal,2937
normal,3414
normal,1518
normal,1064
normal,2228
normal,2816
normal,2349
normal,4691
normal,2817
normal,4092
normal,3710
normal,4448
normal,5250
normal,2056
normal,5080
normal,3619
normal,2333
normal,3312
normal,2945
normal,2815
normal,3063
normal,3477
normal,4618
normal,1011
normal,2263
normal,4811
normal,1597
normal,2843
normal,1851
normal,1310
normal,4239
normal,3012
normal,1069
normal,3610
normal,4065
normal,3597
normal,2067
normal,6856
normal,1799
normal,4721
normal,4126
normal,4032
normal,5730
normal,2426
normal,3080
normal,3837
normal,2658
normal,1687
normal,1756
normal,2349
normal,1990
normal,1126
normal,3332
normal,3171
normal,5036
normal,2022
normal,4971
normal,5290
normal,3586
normal,4963
normal,6022
normal,2652
normal,2157
normal,2755
normal,1713
normal,1388
normal,5652
normal,6984
normal,3806
normal,2604
normal,4947
normal,1446
normal,4080
normal,4604
normal,2317
normal,4658
normal,1828
normal,4633
normal,6027
normal,6375
normal,4478
normal,2637
normal,2826
normal,8353
normal,3048
normal,4209
normal,5869
normal,2903
normal,4666
normal,6369
normal,5140
normal,5341
normal,3913
normal,6310
normal,4595
normal,2458
normal,2687
normal,3494
normal,2922
normal,3672
normal,1469
normal,3444
normal,5052
normal,5595
normal,4300
normal,3033
normal,2393
normal,2752
normal,3457
normal,3417
normal,2706
normal,3030
normal,3090
normal,5612
normal,1004
normal,3919
normal,4075
normal,4448
normal,2702
normal,2148
normal,4855
normal,2879
normal,7297
normal,1283
normal,2625
normal,1384
normal,3641
normal,4150
normal,4281
normal,2276
normal,1582
normal,1614
normal,3354
normal,1736
normal,5806
normal,3386
normal,2720
normal,3869
normal,1766
normal,1507
normal,2304
normal,2884
normal,5901
normal,2394
normal,5401
normal,5723
normal,4832
normal,3573
normal,3840
normal,5411
normal,4283
normal,3034
normal,2799
normal,3871
normal,3935
normal,4103
normal,1341
normal,4318
normal,2915
normal,5241
normal,5653
normal,4317
normal,4251
normal,4840
normal,1860
normal,3542
normal,3688
normal,2242
normal,1668
normal,5239
normal,3836
normal,4195
normal,2380
normal,4183
normal,2427
normal,5062
normal,4389
normal,4771
normal,4070
normal,3027
normal,3358
normal,3427
normal,3365
normal,4159
normal,3111
normal,2806
normal,4740
normal,4764
normal,5919
normal,2058
normal,3968
normal,2994
normal,3605
normal,4400
normal,1179
normal,3308
normal,4316
normal,3006
normal,4635
normal,2031
normal,3999
normal,4482
normal,5939
normal,4811
normal,1199
normal,5097
normal,1655
normal,2057
normal,1557
normal,4151
normal,5038
normal,2277
normal,3627
normal,1731
normal,3668
normal,1866
normal,3449
normal,5228
normal,2483
normal,4837
normal,4081
normal,3530
normal,3973
normal,3433
normal,4167
normal,4924
normal,5074
normal,4030
normal,1784
normal,5971
normal,2221
normal,6348
normal,5416
normal,1889
normal,4158
normal,3183
normal,2282
normal,3674
normal,2161
normal,3369
normal,2531
normal,2821
normal,2573
normal,3726
normal,3932
normal,2731
normal,3889
normal,2937
normal,4053
normal,2343
normal,1666
normal,2340
normal,4848
normal,3945
normal,3186
normal,6061
normal,3618
normal,5676
normal,4924
normal,1992
normal,5862
normal,4632
normal,2254
normal,2317
normal,5476
normal,1066
normal,2790
normal,3136
normal,4453
normal,4046
normal,2869
normal,6444
normal,3900
normal,5633
normal,5102
normal,5642
normal,1090
normal,3464
normal,2907
normal,4170
normal,4678
normal,1812
normal,5444
normal,2958
normal,5457
normal,6168
normal,2348
normal,4376
normal,2745
normal,4463
normal,2401
normal,3833
normal,3441
normal,3487
normal,2625
normal,3038
normal,2738
normal,2149
normal,8415
normal,3686
normal,4010
normal,2210
normal,3898
normal,2008
normal,3329
normal,2161
normal,1692
normal,2816
normal,3522
normal,2636
normal,3772
normal,2473
normal,6421
normal,2819
normal,4652
normal,5809
normal,6461
normal,5703
normal,3236
normal,1389
normal,2659
normal,870
normal,3251
normal,5794
normal,3115
normal,2222
normal,3612
normal,1805
normal,6792
normal,3661
normal,1898
normal,6902
normal,3954
normal,4907
normal,2220
normal,4324
normal,2387
normal,6385
normal,6016
normal,2708
normal,6473
normal,3040
normal,530
normal,4506
normal,7408
normal,7238
normal,2514
normal,2594
normal,4497
normal,2291
normal,1956
normal,2668
normal,4319
normal,6075
normal,6161
normal,7559
normal,5891
normal,3675
normal,4643
normal,4567
normal,2683
normal,5123
normal,2201
normal,2511
normal,1683
normal,662
normal,997
normal,1557
normal,661
normal,2411
normal,1192
normal,1376
normal,1530
normal,1331
normal,1766
normal,871
normal,1837
normal,1500
normal,2620
normal,549
normal,953
normal,1137
normal,283
normal,2075
normal,718
normal,1124
normal,1544
normal,998
normal,2005
normal,2145
normal,1317
normal,1628
normal,4394
normal,2326
normal,2942
normal,3336
normal,844
normal,2087
normal,1067
normal,1962
normal,1571
normal,1208
normal,841
normal,2006
normal,1319
normal,2464
normal,2956
normal,2622
normal,3124
normal,1726
normal,1752
normal,968
normal,857
normal,911
normal,844
normal,1362
normal,927
normal,760
normal,2968
normal,563
normal,1586
normal,1060
normal,971
normal,1543
normal,1445
normal,660
normal,1123
normal,1024
normal,1740
normal,633
normal,2061
normal,788
normal,2311
normal,1318
normal,941
normal,2254
normal,1613
normal,2536
normal,1152
normal,576
normal,1220
normal,1095
normal,2047
normal,1849
normal,1025
normal,1404
normal,844
normal,2160
normal,1878
normal,1261
normal,942
normal,1487
normal,1235
normal,1753
normal,297
normal,899
normal,562
normal,1054
normal,619
normal,465
normal,1712
normal,1949
normal,465
normal,1526
normal,1600
normal,1935
normal,618
normal,1779
normal,2410
normal,1502
normal,1811
normal,1710
normal,1250
normal,814
normal,1179
normal,983
normal,717
normal,1627
normal,1488
normal,1292
normal,1655
normal,1807
normal,1445
normal,1348
normal,1837
normal,2216
normal,1165
normal,1823
normal,2594
normal,2173
normal,1233
normal,325
normal,1893
normal,367
normal,1096
normal,1553
normal,941
normal,1095
normal,3418
normal,2384
normal,1626
normal,2495
normal,2285
normal,2256
normal,1528
normal,784
normal,1137
normal,1417
normal,1711
normal,744
normal,1306
normal,1446
normal,3293
normal,1978
normal,2312
normal,3696
normal,647
normal,1048
normal,1318
normal,913
normal,1990
normal,1613
normal,969
normal,2797
normal,591
normal,605
normal,1949
normal,451
normal,2075
normal,2089
normal,2620
normal,1196
normal,435
normal,1542
normal,1836
normal,1123
normal,2468
normal,437
normal,1039
normal,394
normal,269
normal,1432
normal,2998
normal,1597
normal,1152
normal,1445
normal,1122
normal,925
normal,1824
normal,2453
normal,3027
normal,1767
normal,2648
normal,1051
normal,1402
normal,1235
normal,857
normal,2076
normal,1542
normal,3336
normal,1669
normal,1949
normal,2159
normal,1037
normal,2898
normal,1906
normal,4159
normal,1068
normal,2340
normal,759
normal,310
normal,985
normal,408
normal,662
normal,1334
normal,1291
normal,1110
normal,1417
normal,1401
normal,2913
normal,2130
normal,676
normal,898
normal,506
normal,801
normal,478
normal,801
normal,2635
normal,1068
normal,801
normal,1920
normal,2060
normal,1390
normal,1697
normal,395
normal,773
normal,2220
normal,507
normal,619
normal,1975
normal,325
normal,1053
normal,745
normal,578
normal,1582
normal,1010
normal,968
normal,1710
normal,1124
normal,2175
normal,1207
normal,479
normal,1236
normal,814
normal,1150
normal,354
normal,1460
normal,1991
normal,1696
normal,1938
normal,1556
normal,2775
normal,633
normal,605
normal,1329
normal,941
normal,1808
normal,1459
normal,1418
normal,1039
normal,2142
normal,730
normal,3152
normal,1514
normal,982
normal,1390
normal,2748
normal,1066
normal,1542
normal,646
normal,689
normal,1823
normal,2088
normal,2118
normal,2129
normal,912
normal,3221
normal,338
normal,1291
normal,2382
normal,1695
normal,1670
normal,1458
normal,3747
normal,1605
normal,380
normal,1306
normal,661
normal,969
normal,676
normal,970
normal,829
normal,3544
normal,1110
normal,1107
normal,1513
normal,883
normal,1220
normal,2553
normal,701
normal,898
normal,156
normal,2131
normal,814
normal,1263
normal,410
normal,2004
normal,1894
normal,1585
normal,1922
normal,1978
normal,3096
normal,2258
normal,1163
normal,1011
normal,1586
normal,914
normal,689
normal,1487
normal,885
normal,1220
normal,1137
normal,802
normal,1849
normal,1347
normal,1446
normal,2411
normal,1838
normal,829
normal,1052
normal,2914
normal,1220
normal,1853
normal,2341
normal,885
normal,1473
normal,1977
normal,381
normal,829
normal,1011
normal,1796
normal,1292
normal,1726
normal,1416
normal,703
normal,829
normal,1347
normal,2270
normal,1388
normal,1418
normal,1165
normal,1250
normal,759
normal,1516
normal,900
normal,1879
normal,1040
normal,914
normal,2704
normal,1810
normal,2396
normal,492
normal,1333
normal,1095
normal,1096
normal,1207
normal,1449
normal,1530
normal,829
normal,729
normal,1068
normal,660
normal,885
normal,3349
normal,1782
normal,1807
normal,1488
normal,1208
normal,1134
normal,941
normal,648
normal,3272
normal,1180
normal,1656
normal,984
normal,996
normal,2186
normal,1992
normal,1666
normal,1767
normal,1390
normal,1306
normal,1502
normal,2675
normal,1416
normal,2956
normal,2970
normal,2033
normal,1977
normal,633
normal,969
normal,1879
normal,1516
normal,2101
normal,941
normal,1865
normal,3809
normal,815
normal,1906
normal,2034
normal,2410
normal,1725
normal,1390
normal,1572
normal,1822
normal,1949
normal,1767
normal,857
normal,760
normal,773
normal,857
normal,856
normal,1655
normal,1500
normal,2579
normal,2130
normal,1152
normal,2254
normal,1194
normal,1810
normal,1866
normal,2201
normal,2940
normal,2451
normal,311
normal,2900
normal,1095
normal,1879
normal,1082
normal,1879
normal,1627
normal,1501
normal,787
normal,1080
normal,730
normal,1248
normal,1249
normal,1375
normal,2312
normal,1123
normal,1067
normal,2256
normal,1721
normal,2228
normal,1290
normal,1586
normal,1457
normal,2172
normal,1921
normal,1247
normal,451
normal,1669
normal,858
normal,2200
normal,2005
normal,1642
normal,842
normal,451
normal,970
normal,1376
normal,1204
normal,843
normal,2899
normal,646
normal,1529
normal,242
normal,2719
normal,3385
normal,3110
normal,2090
normal,730
normal,1207
normal,746
normal,1880
normal,2045
normal,2705
normal,2020
normal,883
normal,1892
normal,1670
normal,1446
normal,1262
normal,662
normal,1081
normal,1039
normal,1347
normal,1502
normal,2687
normal,1147
normal,2131
normal,1207
normal,2200
normal,1082
normal,1544
normal,1806
normal,969
normal,1950
normal,493
normal,1487
normal,787
normal,858
normal,2817
normal,3905
normal,2608
normal,759
normal,1067
normal,1418
normal,956
normal,1400
normal,1949
normal,1528
normal,1375
normal,605
normal,956
normal,1543
normal,2883
normal,3083
normal,2621
normal,1095
normal,1639
normal,1712
normal,284
normal,1541
normal,1947
normal,1768
normal,1179
normal,1294
normal,1614
normal,1962
normal,1064
normal,2507
normal,2397
normal,661
normal,1793
normal,1921
normal,774
normal,1247
normal,3041
normal,3265
normal,1053
normal,1247
normal,1081
normal,1696
normal,998
normal,746
normal,801
normal,521
normal,1289
normal,858
normal,1207
normal,1739
normal,2971
normal,1193
normal,1754
normal,1779
normal,760
normal,1779
normal,1851
normal,885
normal,2677
normal,2088
normal,1668
normal,2104
normal,480
normal,2564
normal,3165
normal,885
normal,1670
normal,1052
normal,674
normal,1220
normal,2157
normal,1235
normal,1012
normal,1558
normal,1835
normal,2843
normal,493
normal,1712
normal,914
normal,2828
normal,1725
normal,883
normal,1599
normal,2604
normal,911
normal,2157
normal,1781
normal,927
normal,1096
normal,2326
normal,900
normal,1725
normal,857
normal,942
normal,1038
normal,549
normal,870
normal,1528
normal,1515
normal,1165
normal,2410
normal,1152
normal,774
normal,2535
normal,1726
normal,1978
normal,802
normal,2663
normal,1697
normal,1081
normal,2787
normal,2017
normal,605
normal,773
normal,1697
normal,1151
normal,1796
normal,1894
normal,1040
normal,2790
normal,983
normal,1767
normal,1291
normal,787
normal,772
normal,843
normal,2173
normal,997
normal,2536
normal,816
normal,759
normal,1962
normal,1837
normal,1991
normal,1165
normal,3600
normal,2367
normal,477
normal,1696
normal,1654
normal,871
normal,1416
normal,2507
normal,507
normal,1684
normal,2468
normal,1754
normal,1460
normal,437
normal,1599
normal,1151
normal,982
normal,1571
normal,1402
normal,1458
normal,1290
normal,466
normal,1796
normal,1080
normal,2382
normal,1320
normal,2033
normal,914
normal,1514
normal,2843
normal,491
normal,1654
normal,3908
normal,1289
normal,857
normal,2901
normal,1347
normal,2634
normal,1837
normal,1123
normal,1264
normal,1375
normal,1026
normal,1191
normal,1750
normal,1067
normal,2090
normal,605
normal,1444
normal,1136
normal,970
normal,1640
normal,954
normal,1698
normal,1894
normal,928
normal,1572
normal,1972
normal,634
normal,925
normal,2103
normal,367
normal,2827
normal,2368
normal,1067
normal,2661
normal,3949
normal,843
normal,2621
normal,954
normal,2689
normal,829
normal,1081
normal,828
normal,1738
normal,1444
normal,1796
normal,1319
normal,954
normal,3207
normal,1166
normal,1780
normal,1781
normal,2677
normal,1933
normal,2995
normal,1655
normal,2464
normal,605
normal,1599
normal,2494
normal,1934
normal,3740
normal,2621
normal,1292
normal,2298
normal,465
normal,1683
normal,1053
normal,1261
normal,1165
normal,759
normal,1263
normal,1498
normal,1152
normal,1991
normal,1418
normal,2088
normal,844
normal,1348
normal,998
normal,2830
normal,1613
normal,911
normal,2379
normal,1960
normal,1361
normal,1683
normal,1333
normal,1010
normal,2255
normal,3124
normal,1824
normal,1222
normal,269
normal,1417
normal,871
normal,1543
normal,1347
normal,1823
normal,2103
normal,955
normal,1348
normal,1124
normal,452
normal,731
normal,914
normal,1248
normal,2046
normal,2704
normal,1470
normal,1473
normal,2705
normal,3568
normal,953
normal,1081
normal,2143
normal,325
normal,4789
normal,2453
normal,1096
normal,1978
normal,1429
normal,1123
normal,1123
normal,1039
normal,1430
normal,1303
normal,1303
normal,1248
normal,1012
normal,494
normal,1082
normal,1963
normal,2003
normal,1208
normal,1193
normal,2580
normal,2620
normal,2355
normal,2114
normal,2019
normal,421
normal,1277
normal,2943
normal,633
normal,2243
normal,2426
normal,1180
normal,3793
normal,1375
normal,900
normal,1960
normal,157
normal,1655
normal,1795
normal,927
normal,604
normal,704
normal,1893
normal,3067
normal,1109
normal,1921
normal,1557
normal,2117
normal,4141
normal,1387
normal,815
normal,1387
normal,982
normal,1011
normal,1431
normal,969
normal,2046
normal,2788
normal,983
normal,2145
normal,2691
normal,843
normal,1710
normal,1849
normal,688
normal,591
normal,1165
normal,3439
normal,1638
normal,1334
normal,1880
normal,774
normal,2129
normal,1320
normal,1404
normal,2145
normal,3388
normal,2705
normal,1514
normal,3027
normal,1571
normal,1123
normal,1655
normal,1962
normal,759
normal,1751
normal,1585
normal,898
normal,2674
normal,955
normal,2649
normal,409
normal,969
normal,619
normal,927
normal,1305
normal,1737
normal,1346
normal,1894
normal,2313
normal,564
normal,1723
normal,984
normal,1460
normal,1936
normal,1401
normal,1695
normal,2128
normal,3347
normal,381
normal,1402
normal,1879
normal,1401
normal,3706
normal,2186
normal,1472
normal,1558
normal,1767
normal,606
normal,409
normal,1276
normal,1403
normal,1850
normal,1011
normal,1122
normal,2032
normal,1698
normal,2843
normal,815
normal,2032
normal,844
normal,1263
normal,2622
normal,2159
normal,2759
normal,1237
normal,2607
normal,1109
normal,1879
normal,3376
normal,1165
normal,1320
normal,3124
normal,1192
normal,2326
normal,857
normal,1166
normal,787
normal,1206
normal,1193
normal,1107
normal,1149
normal,871
normal,1165
normal,1586
normal,1851
normal,1445
normal,1166
normal,2242
normal,928
normal,1278
normal,1825
normal,1165
normal,2054
normal,2352
normal,493
normal,2957
normal,1374
normal,2074
normal,2089
normal,871
normal,758
normal,282
normal,674
normal,1332
normal,2339
normal,1390
normal,1792
normal,2939
normal,3055
normal,591
normal,1207
normal,802
normal,1851
normal,13978
normal,10207
normal,11984
normal,9073
normal,15507
normal,23320
normal,11301
normal,12064
normal,5786
normal,14874
normal,23602
normal,27527
normal,14020
normal,10565
normal,26135
normal,6290
normal,9059
normal,13666
normal,22624
normal,21703
normal,11404
normal,21264
normal,35172
normal,36049
normal,6817
normal,13798
normal,3166
normal,22983
normal,16856
normal,23078
normal,4669
normal,8860
normal,25437
normal,22194
normal,6458
normal,22847
normal,13711
normal,12270
normal,20961
normal,22079
normal,15519
normal,21396
normal,9263
normal,17994
normal,18652
normal,15996
normal,4287
normal,18276
normal,25074
normal,11346
normal,12543
normal,9930
normal,7722
normal,13116
normal,14869
normal,5161
normal,20501
normal,9018
normal,12425
normal,13117
normal,8026
normal,11123
normal,20983
normal,12914
normal,15664
normal,14473
normal,19131
normal,5656
normal,13015
normal,19930
normal,6661
normal,16613
normal,12683
normal,26236
normal,27186
normal,11665
normal,12619
normal,14003
normal,38557
normal,13967
normal,14737
normal,25213
normal,16486
normal,12176
normal,15064
normal,12629
normal,19124
normal,6266
normal,22166
normal,10031
normal,9569
normal,13587
normal,17205
normal,13965
normal,13155
normal,21885
normal,10514
normal,9060
normal,24806
normal,13609
normal,10577
normal,10348
normal,14914
normal,7466
normal,11974
normal,18288
normal,21403
normal,15548
normal,22597
normal,5834
normal,10070
normal,7985
normal,11814
normal,14143
normal,16743
normal,30141
normal,20838
normal,33555
normal,19943
normal,29813
normal,18535
normal,8775
normal,9746
normal,18886
normal,27721
normal,13624
normal,18291
normal,7936
normal,32394
normal,9543
normal,16192
normal,22268
normal,10084
normal,20643
normal,18766
normal,15212
normal,4781
normal,7545
normal,27068
normal,22988
normal,16870
normal,18099
normal,34084
normal,12917
normal,7065
normal,18619
normal,7239
normal,14213
normal,13824
normal,8375
normal,12461
normal,10556
normal,31163
normal,22518
normal,12695
normal,11988
normal,18083
normal,8703
normal,26714
normal,22141
normal,10565
normal,20888
normal,13507
normal,13104
normal,24892
normal,7760
normal,9448
normal,8057
normal,11554
normal,9121
normal,8443
normal,5748
normal,22879
normal,20868
normal,12882
normal,8918
normal,19353
normal,13127
normal,16810
normal,17736
normal,20005
normal,18908
normal,14195
normal,19451
normal,9751
normal,30101
normal,4977
normal,23312
normal,6032
normal,17228
normal,15978
normal,9808
normal,14572
normal,14776
normal,28287
normal,20484
normal,32212
normal,15556
normal,7970
normal,24636
normal,25970
normal,16248
normal,10422
normal,13943
normal,27058
normal,14434
normal,10826
normal,6306
normal,11394
normal,19560
normal,9808
normal,13847
normal,12629
normal,13222
normal,15325
normal,12150
normal,27087
normal,4175
normal,8654
normal,16131
normal,31279
normal,10248
normal,7182
normal,10898
normal,12427
normal,9905
normal,10639
normal,38503
normal,11721
normal,8694
normal,22660
normal,19223
normal,25166
normal,24861
normal,9185
normal,1219
normal,8367
normal,19102
normal,11365
normal,10920
normal,9592
normal,10950
normal,20352
normal,9230
normal,5598
normal,4140
normal,5002
normal,29646
normal,8379
normal,33211
normal,10878
normal,12134
normal,11229
normal,19020
normal,14442
normal,5826
normal,19330
normal,10783
normal,11902
normal,20754
normal,9909
normal,9411
normal,26206
normal,9680
normal,11305
normal,15516
normal,8135
normal,13582
normal,26508
normal,10216
normal,19503
normal,5151
normal,4748
normal,6599
normal,2933
normal,11328
normal,3744
normal,6070
normal,7395
normal,5633
normal,17077
normal,30947
normal,18834
normal,15627
normal,14826
normal,19779
normal,28089
normal,8202
normal,18738
normal,18745
normal,5107
normal,19752
normal,13386
normal,15430
normal,16633
normal,16248
normal,9963
normal,11787
normal,13884
normal,9323
normal,11754
normal,16692
normal,22130
normal,6247
normal,18013
normal,6906
normal,5637
normal,16524
normal,6711
normal,12582
normal,10288
normal,4821
normal,12076
normal,7747
normal,8872
normal,21223
normal,15656
normal,27181
normal,13769
normal,6933
normal,7346
normal,34915
normal,4969
normal,13624
normal,9134
normal,10483
normal,3939
normal,10695
normal,19051
normal,13637
normal,7654
normal,15039
normal,19538
normal,21026
normal,8962
normal,6320
normal,9113
normal,6900
normal,18835
normal,9276
normal,5500
normal,11630
normal,11585
normal,18445
normal,24491
normal,7243
normal,12195
normal,6536
normal,25013
normal,6529
normal,10240
normal,10857
normal,4945
normal,10768
normal,12781
normal,12352
normal,8172
normal,14169
normal,7967
normal,21657
normal,3441
normal,12925
normal,16196
normal,23921
normal,17141
normal,8283
normal,17819
normal,10239
normal,9370
normal,17126
normal,21632
normal,11978
normal,8510
normal,9535
normal,22946
normal,6619
normal,23403
normal,14947
normal,18342
normal,35518
normal,25190
normal,7170
normal,11905
normal,22147
normal,8688
normal,9085
normal,6518
normal,3643
normal,8424
normal,16789
normal,24541
normal,9362
normal,16627
normal,6919
normal,10695
normal,6981
normal,4725
normal,23307
normal,9670
normal,12155
normal,6128
normal,28148
normal,14759
normal,12757
normal,35396
normal,7731
normal,9631
normal,13050
normal,15049
normal,8994
normal,17505
normal,10402
normal,11060
normal,16553
normal,12610
normal,7749
normal,8319
normal,9442
normal,18961
normal,31382
normal,14156
normal,14136
normal,7546
normal,14601
normal,18891
normal,10462
normal,19465
normal,13661
normal,24381
normal,17283
normal,17579
normal,9344
normal,10996
normal,10207
normal,4107
normal,8415
normal,10924
normal,11955
normal,9477
normal,13184
normal,10495
normal,20611
normal,30050
normal,3045
normal,1177
normal,10790
normal,14759
normal,13430
normal,2204
normal,16340
normal,39209
normal,8985
normal,5552
normal,11110
normal,9733
normal,20132
normal,5501
normal,32183
normal,21142
normal,21548
normal,17206
normal,4812
normal,5943
normal,10711
normal,35526
normal,18189
normal,8660
normal,23007
normal,20952
normal,10714
normal,11122
normal,7037
normal,23311
normal,29075
normal,9395
normal,8726
normal,20050
normal,8353
normal,21387
normal,18471
normal,4381
normal,17309
normal,6666
normal,7073
normal,13311
normal,14005
normal,13265
normal,14605
normal,13174
normal,7481
normal,17772
normal,23137
normal,18685
normal,5341
normal,11618
normal,38168
normal,14774
normal,13032
normal,7808
normal,7365
normal,13348
normal,21727
normal,5247
normal,16416
normal,13429
normal,18000
normal,17589
normal,32219
normal,4757
normal,5334
normal,4893
normal,24336
normal,10545
normal,18134
normal,16108
normal,13338
normal,16626
normal,13589
